CUSEC;Barrio;Distrito;Población_Total;H_total;M_Total;H_00_Entre_0_y_4_años;H_01_Entre_5_y_9_años;H_02_Entre_10_y_14_años;H_03_Entre_15_y_19_años;H_04_Entre_20_y_24_años;H_05_Entre_25_y_29_años;H_06_Entre_30_y_34_años;H_07_Entre_35_y_39_años;H_08_Entre_40_y_44_años;H_09_Entre_45_y_49_años;H_10_Entre_50_y_54_años;H_11_Entre_55_y_59_años;H_12_Entre_60_y_64_años;H_13_Entre_65_y_69_años;H_14_Entre_70_y_74_años;H_15_Entre_75_y_79_años;H_16_Entre_80_y_84_años;H_17_Entre_85_y_89_años;H_18_Entre_90_y_más_años;M_00_Entre_0_y_4_años;M_01_Entre_5_y_9_años;M_02_Entre_10_y_14_años;M_03_Entre_15_y_19_años;M_04_Entre_20_y_24_años;M_05_Entre_25_y_29_años;M_06_Entre_30_y_34_años;M_07_Entre_35_y_39_años;M_08_Entre_40_y_44_años;M_09_Entre_45_y_49_años;M_10_Entre_50_y_54_años;M_11_Entre_55_y_59_años;M_12_Entre_60_y_64_años;M_13_Entre_65_y_69_años;M_14_Entre_70_y_74_años;M_15_Entre_75_y_79_años;M_16_Entre_80_y_84_años;M_17_Entre_85_y_89_años;M_18_Entre_90_y_más_años;Shape__Area;Shape__Length
4109108034;SAN PABLO D Y E;San Pablo - Santa Justa;985;476;509;21;22;28;26;30;40;34;27;39;32;53;33;21;16;11;22;13;4;4;17;24;26;24;17;38;31;35;34;40;47;29;27;17;23;33;20;20;7;63494.76563;1349.485366
4109108036;SANTA CLARA;San Pablo - Santa Justa;1888;904;984;30;43;43;40;58;49;52;72;66;47;37;69;91;71;76;40;11;7;2;27;45;43;42;64;61;43;68;61;41;55;99;100;103;71;35;13;4;9;397497.073;2837.577014
4109109009;PALACIO DE CONGRESOS URBADIEZ ENTREPUENTES;Este;708;353;355;13;17;13;10;11;20;29;20;19;12;16;37;46;29;33;14;9;5;0;8;10;11;11;16;20;28;16;17;23;20;48;40;27;30;14;12;2;2;206820.0317;2045.494228
4109109011;PARQUE ALCOSA JARDINES DEL EDEN;Este;1398;714;684;24;27;37;40;43;48;55;36;40;54;47;58;90;49;38;19;7;1;1;22;26;24;26;40;43;38;46;46;49;58;77;78;49;30;17;8;5;2;256248.554;2421.985854
4109109018;TORREBLANCA ;Este;1726;890;836;25;28;31;52;42;44;47;55;57;81;105;79;57;45;72;42;15;6;7;24;35;41;40;40;34;44;52;49;65;62;62;54;67;68;54;24;14;7;16994011.67;25107.22579
4109109020;TORREBLANCA ;Este;1026;539;487;37;43;59;38;34;34;43;45;38;26;36;37;33;6;8;8;7;5;2;30;41;42;21;37;33;39;41;32;30;33;28;21;5;10;22;11;8;3;209377.9661;1840.203639
4109109043;PARQUE ALCOSA JARDINES DEL EDEN;Este;1245;600;645;19;32;37;22;40;37;42;56;50;30;29;29;86;47;23;10;5;5;1;22;34;22;28;24;38;38;57;51;37;41;57;104;43;16;17;8;5;3;99657.08691;1467.526718
4109109045;COLORES ENTREPARQUES;Este;1099;509;590;12;16;50;75;26;16;19;26;22;118;68;27;15;7;4;6;1;1;;25;25;61;93;26;23;25;28;48;119;62;23;11;5;6;6;2;2;;121110.6375;1435.0079
4109109050;COLORES ENTREPARQUES;Este;2047;1012;1035;45;97;160;68;20;18;30;50;168;183;82;24;16;12;21;8;8;1;1;57;98;137;73;17;16;34;72;208;171;46;26;15;20;20;13;5;6;1;167656.2207;2037.694876
4109108050;SAN PABLO D Y E;San Pablo - Santa Justa;764;365;399;12;17;19;22;19;15;21;31;27;24;36;23;24;15;18;19;14;4;5;15;9;23;12;20;28;19;25;25;30;29;34;26;12;17;33;21;14;7;75802.01221;1415.199102
4109109015;PARQUE ALCOSA JARDINES DEL EDEN;Este;1757;890;867;31;89;175;50;24;17;26;30;181;169;41;12;9;8;12;5;6;2;3;29;78;136;52;16;11;33;50;215;129;37;16;14;7;7;11;11;12;3;135797.8608;1778.022131
4109109016;COLORES ENTREPARQUES;Este;1957;954;1003;41;59;109;120;38;31;44;58;101;168;88;33;19;24;10;6;3;2;0;45;70;110;79;32;39;50;74;139;152;96;41;21;16;21;3;7;7;1;122067.7012;1412.743857
4109109030;COLORES ENTREPARQUES;Este;1943;964;979;38;37;73;110;74;42;32;48;58;86;129;103;60;33;24;6;6;4;1;30;31;67;89;60;45;49;52;71;120;135;106;50;27;21;9;9;4;4;344859.3564;2921.013109
4109109047;COLORES ENTREPARQUES;Este;1048;523;525;11;31;61;85;22;22;19;17;42;105;55;27;10;8;3;1;4;0;0;17;23;60;77;12;15;18;18;62;118;60;18;9;2;3;7;3;2;1;46861.93213;1092.351289
4109109048;COLORES ENTREPARQUES;Este;1713;872;841;30;49;100;125;34;37;30;45;62;146;111;42;19;12;15;5;8;1;1;22;39;83;111;31;29;34;43;96;157;90;37;14;13;16;11;7;5;3;179849.4878;1702.820492
4109109065;COLORES ENTREPARQUES;Este;2708;1348;1360;280;94;29;12;9;30;202;392;221;46;7;9;6;8;2;0;1;;;239;94;35;16;12;56;280;377;171;35;11;8;12;7;2;3;2;;;284220.8708;2265.127857
4109109066;COLORES ENTREPARQUES;Este;2412;1204;1208;230;101;31;19;16;54;253;255;123;48;32;8;14;12;4;1;3;0;;186;72;30;16;18;88;266;241;144;57;26;17;17;10;7;7;2;4;;157102.53;2468.442794
4109110012;SECTOR SUR LA PALMERA REINA MERCEDES;Bellavista La Palmera;1066;473;593;22;29;26;44;28;22;20;24;30;34;35;37;25;13;28;22;18;14;2;13;20;26;29;51;38;24;28;33;40;37;38;41;30;42;36;23;24;20;482544.1013;4208.913795
4109110013;SECTOR SUR LA PALMERA REINA MERCEDES;Bellavista La Palmera;647;283;364;12;13;13;11;21;26;10;27;17;16;26;9;12;14;10;18;18;6;4;12;12;20;14;9;17;15;17;19;34;27;8;18;28;22;35;23;22;12;26359.63672;866.8282933
4109111003;LOS REMEDIOS;Los Remedios;874;397;477;12;16;21;21;26;41;34;43;35;31;22;23;12;14;18;8;11;7;2;15;15;17;15;31;27;31;43;37;44;39;32;25;20;27;21;23;13;2;26137.92163;646.8695393
4109111004;LOS REMEDIOS;Los Remedios;1000;423;577;22;26;21;21;18;14;22;25;43;34;34;28;22;14;26;15;21;13;4;22;28;27;26;20;20;28;39;43;36;47;30;29;32;31;45;38;26;10;67005.2373;1350.834658
4109108035;SAN PABLO D Y E;San Pablo - Santa Justa;769;363;406;19;21;12;20;27;23;22;19;33;30;28;23;18;11;16;16;14;11;0;13;16;10;15;21;26;26;18;32;23;32;29;21;21;23;33;21;20;6;32050.2644;1090.486795
4109108043;SAN PABLO A Y B;San Pablo - Santa Justa;887;410;477;15;17;25;25;19;27;25;30;23;41;44;33;20;16;12;16;15;5;2;13;14;15;26;20;26;29;27;32;37;50;36;18;21;30;36;32;10;5;53666.2644;1316.754062
4109109003;COLORES ENTREPARQUES;Este;2119;1036;1083;23;44;60;67;100;77;45;35;60;78;114;106;72;61;38;29;13;12;2;25;30;62;89;61;76;45;40;59;101;130;120;74;66;43;35;10;9;8;380933.1804;3206.726561
4109109010;PALACIO DE CONGRESOS URBADIEZ ENTREPUENTES;Este;2208;1099;1109;30;44;49;60;101;104;72;53;60;51;69;112;106;78;65;29;10;3;3;28;50;55;61;94;85;55;48;56;58;95;121;114;89;45;25;13;9;8;485294.7092;3443.731401
4109109028;COLORES ENTREPARQUES;Este;1973;955;1018;28;54;56;85;80;56;51;31;46;80;86;103;78;55;31;15;9;7;4;17;33;64;77;87;55;38;48;64;93;117;109;69;45;29;16;24;20;13;207175.3816;1963.790231
4109109035;PALACIO DE CONGRESOS URBADIEZ ENTREPUENTES;Este;979;472;507;12;16;20;24;29;53;35;27;29;25;26;65;61;22;12;10;6;0;0;13;21;20;24;26;48;41;21;25;29;37;84;55;24;14;8;9;5;3;104632.6431;1956.129674
4109109042;PARQUE ALCOSA JARDINES DEL EDEN;Este;1039;498;541;15;24;23;24;24;26;30;56;28;28;22;26;69;51;29;11;7;3;2;17;26;25;20;22;30;28;49;31;26;34;31;94;57;26;9;9;7;0;133402.6604;1994.762254
4109109053;COLORES ENTREPARQUES;Este;2239;1091;1148;31;52;57;84;81;67;46;64;65;70;121;111;87;59;44;27;13;11;1;29;39;68;84;82;61;37;59;55;104;157;111;94;57;43;32;21;9;6;195338.5493;2024.085304
4109109060;COLORES ENTREPARQUES;Este;2153;1023;1130;69;108;103;62;20;34;47;70;180;145;65;42;21;20;13;10;11;3;0;62;125;122;55;29;36;42;91;207;144;70;33;25;25;19;20;17;5;3;141163.7234;2177.787478
4109109067;PALACIO DE CONGRESOS URBADIEZ ENTREPUENTES;Este;1589;760;829;24;27;56;90;56;56;35;33;51;65;92;75;37;20;17;10;5;8;3;22;36;58;63;77;43;30;31;57;94;105;74;39;31;22;16;9;11;11;167605.8005;2053.434193
4109110011;SECTOR SUR LA PALMERA REINA MERCEDES;Bellavista La Palmera;883;386;497;11;11;24;13;13;27;15;18;37;30;25;28;16;19;25;31;22;14;7;10;17;17;18;19;21;21;24;27;23;42;31;35;31;41;48;31;28;13;472989.3228;3063.761319
4109110018;PEDRO SALVADOR LAS PALMERITAS GUADAIRA;Bellavista La Palmera;2040;970;1070;90;87;68;39;36;47;66;90;88;106;60;55;33;24;23;27;18;11;2;68;67;71;59;22;52;69;91;98;102;65;59;44;37;55;43;34;16;18;352553.2485;2499.820943
4109110025;ELCANO BERMEJALES;Bellavista La Palmera;2687;1317;1370;182;166;56;46;30;30;70;204;222;131;77;41;16;21;11;4;2;4;4;152;150;74;42;38;32;83;235;234;112;85;43;35;15;13;8;8;8;3;536384.6096;4430.830197
4109111009;LOS REMEDIOS;Los Remedios;774;332;442;16;16;16;21;19;14;14;21;31;23;25;23;19;16;21;15;10;9;3;18;15;24;19;16;20;16;24;30;27;27;33;26;29;39;29;26;16;8;33334.5791;823.1739593
4109111016;LOS REMEDIOS;Los Remedios;1371;591;780;32;34;33;39;42;31;30;31;36;46;45;60;25;31;16;28;13;11;8;32;33;36;49;34;49;38;45;46;52;59;47;37;45;41;47;31;36;23;55361.37207;1484.627938
4109109002;TORREBLANCA ;Este;1493;770;723;47;70;65;39;40;45;50;62;71;73;69;42;23;15;19;15;15;5;5;36;46;49;38;42;46;46;49;72;61;64;42;23;20;18;27;23;12;9;292765.5413;2200.395364
4109109025;TORREBLANCA ;Este;1907;950;957;32;46;51;78;57;71;52;58;52;87;77;77;65;57;38;24;16;8;4;24;46;56;47;55;60;39;65;57;81;84;81;72;51;53;33;29;22;2;265752.3738;2972.343132
4109109027;TORREBLANCA ;Este;1639;833;806;65;51;52;30;50;66;92;94;55;44;57;44;48;23;30;16;10;4;2;63;49;32;28;40;60;93;79;59;48;54;51;41;20;39;21;11;12;6;355945.7197;2733.510646
4109109034;PALACIO DE CONGRESOS URBADIEZ ENTREPUENTES;Este;1944;938;1006;27;30;47;57;124;117;38;25;36;51;119;132;62;33;11;12;13;3;1;22;20;59;54;107;87;41;38;46;55;168;137;70;31;20;14;14;17;6;146230.4333;1894.643851
4109109036;PALACIO DE CONGRESOS URBADIEZ ENTREPUENTES;Este;1330;650;680;26;40;53;59;45;54;17;25;57;62;59;63;30;18;15;15;6;4;2;28;42;57;42;52;36;27;29;55;62;86;74;29;21;11;13;8;5;3;65644.7937;1054.81861
4109109059;COLORES ENTREPARQUES;Este;2073;1064;1009;80;95;82;65;47;43;52;96;122;92;76;81;54;30;30;10;7;2;;64;63;61;48;38;58;60;102;110;105;81;76;60;34;27;11;4;7;;111894.3826;1497.076748
4109109061;COLORES ENTREPARQUES;Este;1216;578;638;14;19;36;55;31;31;34;33;29;34;78;53;61;35;14;11;8;1;1;22;28;36;57;47;38;29;26;24;54;80;74;49;28;14;12;6;9;5;179515.8569;1770.904083
4109110001;BELLAVISTA;Bellavista La Palmera;1741;833;908;42;38;55;54;50;47;51;59;68;57;53;67;47;51;31;26;21;13;3;31;36;45;53;41;45;61;70;67;71;58;61;61;47;46;38;35;33;9;278723.0605;2791.827379
4109110003;BELLAVISTA;Bellavista La Palmera;1450;701;749;30;40;39;31;32;40;40;58;57;59;73;43;35;34;22;31;16;15;6;30;33;44;33;33;31;43;52;81;57;62;43;41;46;24;37;30;22;7;139471.0615;1723.213232
4109110026;BELLAVISTA;Bellavista La Palmera;1900;940;960;92;145;82;25;32;21;27;96;163;115;42;36;18;13;16;13;3;1;0;89;115;88;34;28;35;41;113;186;82;57;21;22;14;22;4;6;2;1;255009.6196;2949.850757
4109111001;TABLADA;Los Remedios;2032;1036;996;112;67;49;29;25;33;63;132;138;94;65;42;35;23;21;34;48;19;7;101;61;44;28;10;20;58;150;106;78;52;43;30;28;44;66;45;19;13;22290792.89;27174.83011
4109111006;LOS REMEDIOS;Los Remedios;1886;821;1065;38;38;53;42;53;40;45;50;53;75;59;70;39;39;43;28;31;14;11;30;39;56;58;59;47;52;51;72;60;98;74;68;65;62;54;52;39;29;116647.8811;1894.587478
4109111008;LOS REMEDIOS;Los Remedios;1303;581;722;28;42;40;34;32;41;26;34;62;40;49;48;29;23;22;9;11;5;6;28;41;36;38;30;29;31;39;70;46;53;61;44;46;33;31;27;22;17;200713.4651;2528.736716
4109108051;SAN PABLO D Y E;San Pablo - Santa Justa;624;293;331;9;7;13;12;25;29;19;17;27;26;36;21;8;9;9;8;10;6;2;11;13;14;17;23;18;18;19;20;30;27;17;16;12;24;24;12;14;2;21759.08618;925.5889207
4109109013;PARQUE ALCOSA JARDINES DEL EDEN;Este;836;401;435;21;23;22;14;21;23;25;29;35;28;20;27;19;24;30;19;12;6;3;16;21;25;12;12;18;29;36;39;30;22;27;21;32;44;20;17;8;6;94829.15649;1362.388125
4109109014;PARQUE ALCOSA JARDINES DEL EDEN;Este;1783;889;894;113;126;44;19;20;27;47;166;176;53;26;18;18;12;16;8;0;0;0;82;126;40;16;25;31;56;182;156;53;22;27;30;16;17;6;5;3;1;132786.5962;1800.173526
4109109031;COLORES ENTREPARQUES;Este;1717;831;886;26;38;50;60;78;63;38;40;50;86;84;94;43;25;24;18;7;4;3;35;43;68;40;72;59;39;44;65;71;119;95;40;28;31;12;9;11;5;117502.7432;1866.032674
4109109032;COLORES ENTREPARQUES;Este;1217;600;617;12;18;24;34;33;61;47;32;26;26;26;54;89;64;39;7;7;0;1;17;15;28;29;33;30;27;29;38;30;34;86;98;56;36;7;11;4;9;186259.6733;1656.647849
4109109046;COLORES ENTREPARQUES;Este;1740;864;876;28;52;84;117;56;34;36;38;65;150;93;51;18;14;13;7;4;3;1;30;39;83;85;49;25;27;48;88;162;107;42;20;19;17;14;12;8;1;54886.66162;1040.753233
4109109049;COLORES ENTREPARQUES;Este;1464;720;744;24;31;99;113;31;22;21;33;41;124;92;40;16;8;8;7;7;2;1;23;40;65;92;38;34;21;39;73;136;97;32;16;12;8;9;4;3;2;55759.39819;1074.128623
4109109063;COLORES ENTREPARQUES;Este;1305;626;679;95;33;25;27;19;29;95;138;64;26;21;21;6;16;6;2;2;1;;94;36;23;23;18;43;129;119;74;41;21;18;16;8;7;6;2;1;;84765.07886;1222.847765
4109109064;COLORES ENTREPARQUES;Este;965;464;501;25;22;49;53;26;18;14;24;34;85;60;28;8;2;5;5;4;2;;22;29;46;57;29;19;23;29;44;88;62;18;9;5;13;4;1;3;;142122.7737;1738.874217
4109110014;SECTOR SUR LA PALMERA REINA MERCEDES;Bellavista La Palmera;794;376;418;10;12;12;11;18;11;12;21;24;19;26;15;25;39;29;33;40;10;9;3;8;12;8;17;16;12;10;20;17;21;18;27;34;50;49;26;32;38;218522.0647;2239.146426
4109110015;SECTOR SUR LA PALMERA REINA MERCEDES;Bellavista La Palmera;633;286;347;10;7;18;11;19;18;18;18;18;21;28;26;22;11;13;12;9;3;4;10;7;17;14;15;17;13;17;16;25;36;23;25;20;16;25;18;20;13;77491.19897;1155.665304
4109111002;LOS REMEDIOS;Los Remedios;1312;583;729;34;30;40;23;37;23;39;34;36;38;45;34;26;34;27;41;25;13;4;20;30;35;34;21;46;31;41;48;52;56;43;44;39;62;51;40;24;12;306820.4072;2515.90413
4109111005;LOS REMEDIOS;Los Remedios;1120;501;619;18;26;25;30;27;31;32;33;45;27;41;33;30;29;18;24;16;8;8;19;29;32;27;39;32;23;31;53;45;39;36;34;29;43;38;37;20;13;77155.54468;1307.816276
4109111019;LOS REMEDIOS;Los Remedios;1396;619;777;41;47;45;40;29;35;17;28;57;63;41;45;27;28;19;19;22;12;4;23;36;54;52;36;26;33;44;50;63;52;61;47;41;43;38;29;28;21;56528.06958;1360.951801
4109109052;COLORES ENTREPARQUES;Este;1439;686;753;12;33;39;69;82;44;17;23;30;60;89;78;41;31;17;11;6;2;2;17;20;44;61;78;44;29;24;38;74;107;80;52;25;25;13;13;9;0;54722.64063;1143.493203
4109110008;BELLAVISTA;Bellavista La Palmera;1725;830;895;39;42;59;34;35;59;43;69;74;63;75;54;50;42;28;27;24;11;2;26;48;49;49;32;53;71;65;79;69;67;68;42;48;42;39;30;15;3;199767.8354;2486.29431
4109110010;SECTOR SUR LA PALMERA REINA MERCEDES;Bellavista La Palmera;1240;600;640;24;25;30;30;42;50;34;42;39;41;53;32;31;36;26;23;22;14;6;24;10;31;28;38;36;29;33;40;42;58;49;36;41;41;41;34;21;8;1171501.792;5336.290215
4109110017;PEDRO SALVADOR LAS PALMERITAS GUADAIRA;Bellavista La Palmera;1531;734;797;39;63;56;68;58;50;30;44;39;47;44;77;39;37;23;15;4;1;0;45;47;56;53;64;56;33;54;47;52;70;74;52;40;28;6;6;9;5;186410.6677;2118.359699
4109110019;BARRIADA DE PINEDA;Bellavista La Palmera;883;415;468;17;12;18;11;15;26;40;27;34;20;25;36;35;27;23;20;17;11;1;16;9;20;14;14;26;31;26;26;34;33;39;34;23;41;31;26;19;6;1868130.846;6943.886482
4109111015;LOS REMEDIOS;Los Remedios;1221;565;656;26;19;24;29;30;38;38;35;29;30;41;32;44;45;53;34;11;6;1;31;24;29;32;31;29;32;33;41;27;45;46;58;54;56;34;18;22;14;51406.25708;907.8143253
4109111017;LOS REMEDIOS;Los Remedios;1058;485;573;21;26;27;31;25;20;24;21;49;41;31;33;27;25;22;26;26;7;3;16;30;38;27;28;21;22;31;47;35;36;45;28;43;42;40;23;12;9;35003.6543;796.5421902
4109110006;BELLAVISTA;Bellavista La Palmera;1002;469;533;11;16;15;23;32;23;39;24;34;32;49;22;38;22;24;24;25;10;6;15;27;19;22;27;26;27;41;29;48;43;35;32;22;40;26;27;18;9;110804.4189;1688.263664
4109111011;LOS REMEDIOS;Los Remedios;1169;511;658;22;36;31;31;35;19;29;31;34;31;46;33;32;21;36;18;13;7;6;22;23;31;29;38;38;33;30;45;37;55;50;41;40;44;42;19;24;17;51384.69873;1519.802609
4109111013;LOS REMEDIOS;Los Remedios;1172;501;671;37;19;34;24;32;22;27;25;26;26;46;47;30;24;26;22;15;15;4;31;22;30;36;46;31;27;41;43;44;53;54;35;41;35;40;27;20;15;74107.33374;1722.447807
4109111010;LOS REMEDIOS;Los Remedios;1287;589;698;27;39;40;28;30;34;26;43;55;41;44;37;25;25;26;42;13;8;6;22;29;36;26;29;25;36;50;58;62;55;45;35;36;48;51;28;15;12;384121.7952;3503.110708
4109111012;LOS REMEDIOS;Los Remedios;2073;960;1113;41;54;61;59;51;62;54;60;61;67;65;73;67;52;51;38;20;10;14;34;48;49;58;53;71;54;62;68;80;87;88;73;64;70;47;43;38;26;79858.28418;1575.449124
4109111014;LOS REMEDIOS;Los Remedios;1333;605;728;28;36;35;34;40;36;31;32;44;40;45;42;38;23;29;33;20;14;5;31;35;35;27;45;30;23;37;47;50;55;55;44;33;54;43;43;26;15;45397.62671;855.397034
4109111007;LOS REMEDIOS;Los Remedios;1865;876;989;40;54;65;58;46;42;48;48;70;55;66;66;43;39;40;42;28;16;10;34;46;45;45;44;44;41;51;73;62;76;68;77;58;62;69;46;24;24;75094.49878;1110.903528
4109111018;LOS REMEDIOS;Los Remedios;1287;571;716;32;34;36;36;41;34;38;37;34;48;56;31;32;21;16;20;12;10;3;36;31;39;34;39;27;32;52;38;56;65;48;35;39;33;31;33;31;17;48123.87988;1013.809336
4109105035;LAS LETANIAS;Sur;1679;797;882;32;45;49;55;48;58;51;65;61;49;61;60;45;26;28;37;16;5;6;42;31;51;50;45;45;57;55;57;70;71;69;44;31;45;36;36;33;14;98245.27686;1688.280624
4109101041;ARENAL;Casco Antiguo;1177;544;633;23;27;34;26;23;39;27;39;29;56;43;37;34;27;25;28;16;8;3;16;34;27;22;31;32;35;46;51;45;56;45;39;37;30;29;26;14;18;141558.655;1883.562412
4109109012;PARQUE ALCOSA JARDINES DEL EDEN;Este;1716;814;902;35;37;54;42;41;48;54;62;70;67;76;34;22;40;65;35;22;9;1;40;38;36;45;46;44;53;69;72;61;69;45;37;50;94;54;28;12;9;212852.9343;2151.86361
4109101016;SAN LORENZO;Casco Antiguo;1909;873;1036;35;55;31;33;41;44;45;85;75;88;73;62;56;55;33;25;16;15;6;42;52;41;47;29;48;50;82;92;84;84;61;82;70;50;36;40;27;19;158960.0474;2018.440012
4109101047;SAN BARTOLOME;Casco Antiguo;1637;780;857;30;33;45;36;39;59;62;62;87;70;50;56;41;29;38;25;9;6;3;28;32;28;38;31;51;50;58;72;77;83;51;63;45;42;35;33;22;18;159052.8237;2123.993942
4109101037;SANTA CRUZ;Casco Antiguo;1348;603;745;12;12;26;24;30;32;32;51;37;44;47;50;49;48;41;30;22;10;6;24;17;38;23;31;37;43;43;46;49;60;58;51;50;59;44;36;18;18;1071686.582;5271.686977
4109102052;POLIGONO NORTE;Macarena;1570;750;820;40;38;35;34;49;49;44;50;63;64;74;53;34;25;23;27;31;11;6;30;38;33;34;44;38;50;50;62;48;70;51;37;36;56;56;40;32;15;103014.8;1310.225965
4109101035;ARENAL;Casco Antiguo;1284;675;609;25;19;25;25;23;31;35;56;65;57;64;44;41;35;36;39;26;17;12;20;25;17;18;17;38;44;45;55;52;53;34;40;40;32;30;21;15;13;350318.239;2716.328935
4109105015;AVENIDA DE LA PAZ;Sur;1339;629;710;18;30;23;21;31;39;44;36;51;40;38;35;63;48;47;33;17;11;4;19;28;23;16;34;34;41;47;31;32;40;59;80;75;44;43;33;21;10;168489.0518;2210.411013
4109104010;PALMETE;Cerro Amate;1047;509;538;27;28;38;37;25;37;39;33;45;46;39;26;33;20;18;6;6;4;2;22;35;44;31;40;39;27;40;46;52;45;29;35;17;13;3;13;6;1;847513.6504;5726.742319
4109110023;ELCANO BERMEJALES;Bellavista La Palmera;1180;540;640;19;19;30;55;65;57;20;22;15;28;51;50;38;29;12;12;10;5;3;11;23;37;61;65;46;29;19;24;42;78;47;39;15;21;12;16;24;31;295942.7795;2269.098275
4109104070;PALMETE;Cerro Amate;2113;1100;1013;87;123;87;51;58;55;72;135;165;124;51;36;22;13;11;5;5;0;0;64;100;81;50;46;60;72;134;167;98;55;28;22;12;7;4;8;4;1;3208112.964;7315.882853
4109110029;ELCANO BERMEJALES;Bellavista La Palmera;1253;595;658;21;21;46;62;55;38;30;26;22;29;65;51;45;33;35;9;2;2;3;29;31;41;63;59;43;18;27;26;43;82;49;66;42;23;5;4;6;1;261096.3699;2832.387285
4109110021;ELCANO BERMEJALES;Bellavista La Palmera;1377;663;714;31;31;58;62;51;28;23;41;39;61;92;67;28;18;12;9;8;4;0;27;29;52;65;58;21;31;37;39;70;99;67;35;27;19;8;14;8;8;85136.55029;1467.611908
4109103042;LA CALZADA;Nervión;919;394;525;12;14;20;26;20;19;18;31;25;25;35;41;31;20;26;18;9;3;1;13;18;17;36;35;21;28;27;30;34;44;49;33;39;38;26;18;11;8;121683.1497;2257.438474
4109109029;COLORES ENTREPARQUES;Este;1249;610;639;17;27;56;66;66;23;13;18;32;65;96;51;36;17;13;9;2;3;;15;24;55;73;58;26;17;18;43;78;101;53;23;18;16;7;8;6;;211486.2129;2257.177785
4109110028;ELCANO BERMEJALES;Bellavista La Palmera;1282;635;647;31;36;45;48;77;37;21;29;38;43;77;71;39;18;9;9;6;1;0;30;24;36;50;68;30;19;40;39;55;91;71;39;20;9;8;8;8;2;112045.2266;1473.455005
4109109068;COLORES ENTREPARQUES;Este;1252;601;651;18;27;45;62;67;21;15;40;32;62;109;47;21;8;8;9;6;4;0;30;31;36;63;60;22;19;39;47;96;91;45;16;13;14;8;13;7;1;54431.46851;1451.575365
4109103007;LA CALZADA;Nervión;1510;698;812;72;44;26;26;14;26;53;137;98;34;39;23;28;26;22;12;9;7;2;75;36;21;21;28;23;70;145;86;49;50;39;43;35;27;23;21;12;8;68794.08887;1606.676826
4109105044;POLIGONO SUR;Sur;1450;758;692;44;47;43;53;47;60;53;63;58;52;59;43;33;37;25;17;12;10;2;29;35;37;37;35;38;45;49;54;40;51;53;50;38;33;30;20;15;3;176598.0789;2025.047814
4109109069;COLORES ENTREPARQUES;Este;1237;608;629;23;42;79;79;35;29;36;21;65;84;45;31;14;8;9;4;4;0;;29;36;68;71;24;33;35;35;98;76;44;29;11;21;5;8;3;3;;16414913.42;19886.71256
4109109017;COLORES ENTREPARQUES;Este;1793;893;900;142;60;33;18;11;54;154;196;115;47;29;13;7;8;3;3;0;0;;128;59;21;15;13;72;162;199;103;51;32;16;9;9;5;2;2;2;;100395.2466;1586.035541
